东经,北纬,测试数据 
112.099671,33.569375,3.34
112.730417,33.133838,3.04
112.886222,33.17445,2.06
112.80871,33.138477,2.14
112.755877,33.283617,2.49
112.763079,33.25022,4.45
112.73635,33.251745,2.95
113.348638,33.140798,2.48
113.27048,33.157323,2.67
113.181735,33.21202,2.71
113.119005,33.274208,2.67
113.068757,33.299675,2.57
113.169236,33.338589,2.27
113.240992,33.263128,2.18
112.971352,33.475192,2.22
113.035587,33.334967,2.47
112.923518,33.279347,1.95
112.905145,33.468013,2.76
112.909648,33.437177,3.29
111.595435,33.302145,3.86
111.523585,33.281388,2.63
111.574923,33.470875,3.09
111.55351,33.307138,2.92
111.688686,33.136936,2.18
111.060565,33.480166,2.56
111.239385,33.65542,3.88
111.309523,33.618515,5.62
111.351003,33.598128,2.69
111.478803,33.521785,4.49
111.696378,33.53677,5.08
111.661485,33.528405,2.36
111.483521,33.532975,3.78
111.417311,33.57915,2.61
112.126382,33.060356,1.67
112.023322,33.098382,1.75
112.294442,33.034049,5.22
112.137473,32.956445,3.15
112.296817,32.894927,2.81
112.260897,32.98331,4.82
112.04463,33.059813,1.9
112.111287,33.086806,1.97
112.16859,33.978576,2.22
112.361773,32.964015,3.37
112.060945,33.01089,2.62
112.312022,33.064446,4.49
112.268883,33.019775,4.63
112.270925,33.008537,4.6
112.25047,33.015565,4.81
111.683757,32.954889,4.06
111.718564,33.028557,4.97
111.578636,33.079922,3.55
111.824432,33.332638,5.39
111.890404,33.149821,3.02
111.753692,33.183015,4.81
111.839306,33.021199,2.17
111.799515,33.138911,3.92
111.771821,33.132108,4.21
111.787987,33.053251,1.92
111.846249,33.114038,4.9
111.937136,33.062461,1.98
111.966225,33.014466,2.12
111.752145,32.962362,2.72
111.791794,32.929427,2.74
111.731772,32.852441,3.3
111.501153,33.202591,4.73
111.532255,33.185414,3.96
111.48116,33.088014,2.83
111.215995,33.261138,3.14
111.404837,33.197823,2.43
111.363445,33.021608,5.23
111.387713,33.049728,2.65
111.597462,32.926805,2.9
113.070267,32.92329,3.27
112.847657,32.984672,2.53
113.094525,33.074148,2.9
112.95359,32.836738,2.42
113.1565,32.849428,2.28
112.913633,32.963715,2.67
112.797705,32.668592,3.69
112.743557,32.539599,1.87
112.824735,32.607765,2.46
112.858313,32.469829,2.01
112.719984,32.827832,1.91
112.753105,32.779537,2.21
112.925773,32.691358,2.49
112.957645,32.676025,1.69
113.053881,32.710263,3.22
112.99977,32.556288,2.32
112.7363,32.469279,3.48
112.44312,32.6033,2.36
112.47977,32.57133,2.59
112.52821,32.53291,2.79
112.4384,32.47648,2.66
112.37733,32.46405,2.48
112.39682,32.54013,3.16
112.40998,32.46821,2.04
112.39056,32.46621,2.64
112.39875,32.41796,1.92
112.32059,32.41093,2.37
112.22937,32.3819,2.35
112.38364,32.67763,2.39
112.34202,32.65286,2.79
112.42875,32.70708,1.84
112.43362,32.36487,1.56
112.40933,32.48476,2.36
113.364688,32.509976,3.63
113.325561,32.430738,2.47
113.111086,32.491631,1.33
113.091491,32.51274,2.08
113.06344,32.529311,3.36
113.074598,32.556733,2.41
113.487091,32.345371,3.45
113.501394,32.354621,2.22
113.584785,32.436248,2.9
113.201304,32.478685,1.15
113.222575,32.451753,4.49
113.379481,32.49717,3.62
113.338673,32.528743,2.97
113.382623,32.427223,3.65
112.280805,32.577013,1.87
112.087208,32.627938,3.54
112.071258,32.616837,1.57
112.104147,32.594946,1.97
111.904162,32.826535,2.06
112.109637,32.800405,1.43
112.194492,32.811277,2.13
112.272485,32.73593,1.91
111.862285,32.561875,1.23
112.965117,32.951061,1.44
112.043285,32.498769,1.84
111.888302,32.531557,1.15
112.226428,32.425562,1.72
112.828907,32.897192,3.25
111.756777,32.606127,2.36
112.151,32.453708,1.55
112.215785,32.678654,1.75
111.982655,32.820805,2.16
111.934213,32.61254,2.47
112.210408,32.551718,1.74
112.105707,32.727284,3.4
112.162137,32.653841,1.72
115.621244,34.508338,5.18
115.550513,34.558021,5.21
115.466321,34.556007,5.36
115.544417,34.492188,5
115.471196,34.571307,5.62
115.490482,34.473627,5.63
115.698219,34.50606,5.33
115.732527,34.548701,5.52
115.516902,34.420738,5
115.676158,34.268287,4.96
115.509765,34.29008,5.4
115.603961,34.240057,5.28
115.624778,34.13966,4.86
115.74181,34.127961,5.21
115.428308,34.314484,5.62
115.561122,34.096773,4.99
115.405443,34.353437,5.24
115.409032,34.315736,5.24
115.515353,34.23331,5.26
115.48336,34.186067,5.35
115.565072,34.176435,5.64
115.152125,34.611042,5.28
115.099283,34.561623,5.16
115.053458,34.605332,5.11
114.918875,34.629796,5.03
114.981263,34.735687,5.22
115.063718,34.674623,5.3
115.099128,34.762188,5.45
115.214575,34.726383,5.48
115.249622,34.752253,5.71
115.322103,34.706616,5.53
115.302795,34.627831,5.56
115.346002,34.640207,5.3
115.395058,34.654301,5.53
115.129882,34.423345,5.47
115.04254,34.435231,5.46
114.968478,34.428629,5.51
115.002122,34.346598,5.48
115.081024,34.380184,5.29
115.131875,34.333419,5.1
114.974828,34.552413,5.38
115.145069,34.267717,5.2
115.061095,34.281745,5.22
114.893805,34.318623,4.6
114.904288,34.35834,5.46
115.351995,34.46282,5.31
115.22459,34.429083,5.63
115.212225,34.405905,5.5
115.226902,34.343191,5.37
115.216917,34.292802,5.6
115.159057,34.545438,5.53
115.163138,34.592369,5.52
115.33558,34.590014,5.52
115.417282,34.550351,5.52
115.29306,34.424716,5.54
115.298197,34.419916,2.67
115.39238,34.063828,5.49
115.435055,34.033128,5.49
115.483919,34.082825,5.55
115.277035,34.199516,5.4
115.35487,34.206062,5.16
115.430572,34.183395,5.15
115.458285,34.109893,5.42
115.513887,34.100228,5.3
115.291705,34.052219,5.44
115.267024,34.172699,5.47
115.860265,34.370012,5.33
115.909303,34.209159,5.51
115.961997,34.439751,5.19
115.749923,34.48588,5.73
115.700297,34.336232,5.34
115.705817,34.250452,5.35
115.77952,34.211888,5.21
115.827755,34.170162,5.48
115.847467,34.130669,5.31
115.79076,34.122543,5.29
115.819518,34.547239,5.29
115.940461,34.569551,5.53
115.962335,34.201805,5.17
115.99793,34.366604,4.92
116.09524,34.265692,4.98
116.31885,34.3098,4.96
116.105495,34.115158,5.28
116.081711,34.076411,5.23
116.024492,34.106982,5.27
116.439098,34.215442,5.31
116.256268,34.208498,5.22
116.283711,33.832413,5.12
116.269265,33.846951,5.25
116.268915,33.791557,5.2
116.18169,33.854659,5.27
116.086119,33.845913,5.2
116.092539,33.877626,5.17
116.04137,33.953166,5.23
116.364001,34.067082,5.16
116.320017,34.093828,5.14
116.319286,34.018407,5.155
116.107983,33.98512,5.22
116.282808,34.060462,5.08
115.500339,32.444697,5.16
114.038955,32.234275,4.15
114.03806,32.17782,2.07
114.00275,31.98412,1.66
113.8686,32.10673,2.15
113.97385,32.15429,4.92
114.1027,31.89077,3.56
114.06936,32.20779,3.52
115.34476,33.943527,2.01
114.01688,32.00435,3.6
113.85215,32.08607,4.04
113.82747,32.04722,4
113.8208,32.16263,3.63
113.91894,31.95588,2.01
113.911625,31.93212,2.85
113.94896,31.87635,1.36
113.82988,32.01944,1.84
113.92354,32.15119,3.95
113.87384,32.06345,2.52
113.79591,32.140437,2.11
113.99421,31.89908,3.39
113.903007,32.490662,3.02
113.893702,32.454269,2.17
113.80573,32.485765,2.76
114.1357,32.07251,2.98
114.259418,32.173571,3.84
114.1605,32.12296,3.1
114.1454,32.14468,4.05
114.1235,32.1616,2.39
114.106719,32.306447,2.03
114.041342,32.332406,2.7
114.028511,32.434561,2.42
113.948175,32.425092,3.11
113.877957,32.398644,3.9
113.902683,32.442895,2.42
113.922795,32.347724,3.41
114.21972,32.29866,3.17
114.22518,32.38239,2.62
114.10416,32.26456,3.29
114.3773,31.9229,2.82
114.382504,31.87462,2.46
114.311688,31.913966,2.23
114.349612,31.917173,2.42
114.288671,31.980419,2.29
114.342673,31.946609,2.8
114.305177,32.04,2.85
114.283143,32.060787,2.7
114.194652,31.994878,2.36
114.209052,31.95267,2.08
114.489798,31.815628,2.41
114.40755,32.01761,3.27
114.48057,32.10406,2.62
114.891922,31.972159,2.6
114.898673,31.879113,2.39
114.936567,31.859986,3.03
115.014117,31.836354,2.86
115.021162,31.804195,3.31
114.962458,32.048731,3.41
114.884867,32.070576,2.72
114.85815,32.141425,2.62
114.725575,32.117273,3.26
114.697467,32.021708,3.33
114.80656,32.041647,3.16
114.825363,32.094688,2.68
114.717807,31.989789,3.05
114.765662,31.950357,3.04
115.00906,31.916093,3.73
114.775692,32.00772,3.42
114.680805,31.812727,3.6
114.575237,32.00301,3.43
114.834862,31.886071,3.08
114.868334,31.719084,1.37
114.88152,31.738601,2.43
114.923008,31.738148,1.96
114.918257,31.726567,2.54
114.889316,31.528847,1.65
114.973865,31.730873,2.45
115.059638,31.696476,1.62
115.069063,31.628106,1.76
114.799048,31.519715,1.7
114.701227,31.575128,1.94
114.724149,31.627342,1.52
114.769174,31.762793,3.41
114.646031,31.630329,2.74
114.605587,31.739852,2.48
114.620466,31.730492,2.96
115.217371,31.632397,2.07
115.339728,31.564156,1.92
115.389747,32.016607,3.43
115.349867,31.815109,2.21
115.460498,31.760708,2.47
115.20771,31.707197,4.04
115.279098,31.781884,1.6
115.4278,31.8032,4.13
115.3835,31.7251,3.06
115.3464,31.6949,2.61
115.708336,32.275207,3.98
115.702554,32.188516,1.99
115.726795,32.228269,2.6
115.756291,32.288489,4.015
115.768127,32.384274,1.99
115.678736,32.090695,3.13
115.523377,32.050073,2.3
115.376047,32.134958,3.33
115.625183,31.967403,3.54
115.713447,32.371771,2.6
115.798903,32.440792,3.48
115.48459,32.267767,3.4
115.571201,32.339156,3.83
115.693609,32.444475,2.47
115.269618,33.722794,3.76
115.827399,32.123597,2.72
116.569642,34.00894,3.5
115.838275,32.058318,2.6
116.524478,34.18255,4.17
115.806696,31.903905,3.98
115.173874,32.055673,2.75
115.111546,32.224492,3.16
114.972765,32.234046,3.22
115.218987,32.252293,3.14
115.270768,32.179285,3.16
115.277567,32.244824,2.96
115.029453,32.281674,3.79
114.956165,32.153893,3.58
115.337463,32.118276,3.09
115.068765,32.032387,3.27
115.013235,31.958736,3.04
115.119873,32.024826,2.74
115.156646,32.039178,2.64
115.228652,32.015913,3.23
115.115624,32.579414,2.04
115.113135,32.507354,1.71
115.273314,32.465701,3.56
115.22458,32.508618,3.03
115.58709,33.83367,2.41
115.459783,32.292519,3.06
115.415609,32.373436,3.76
114.996771,32.87832,2.81
115.516088,32.376413,2.64
115.325602,32.343824,2.62
114.41552,34.083421,4.76
114.342232,33.93842,5.34
114.544892,34.216274,5.44
114.444943,34.202683,5.41
114.363833,34.21131,5.27
114.307853,34.187473,5.37
114.479507,34.108727,5.3
114.588726,33.717889,5.14
114.55896,33.55438,3.84
114.48411,33.53505,4.39
114.4126,33.64195,4.86
115.1839,33.6339,5.08
115.021115,33.740897,5.23
115.019187,33.549064,5.27
114.778973,33.844326,4.94
114.75967,33.890482,5.09
114.81919,33.707032,5.29
115.077213,33.801504,5.21
114.970913,33.516939,5.25
114.931315,33.507599,5.32
115.048633,33.890765,5.27
114.94957,34.0828,5.22
115.27887,33.9942,5.44
115.26645,34.01437,4.55
115.138,33.936,4.85
115.09703,33.89083,4.89
115.21819,33.96159,5.28
115.22917,33.89411,4.96
115.34285,33.93574,5.06
115.34139,33.32527,5.11
115.52018,33.89281,5.07
114.856407,33.310699,3.75
114.229302,32.966015,1.74
114.136918,32.958657,1.68
113.843145,33.021048,1.75
113.773982,32.97339,2.28
113.729642,32.964777,1.73
113.707175,32.922037,1.86
114.198455,32.947398,1.83
114.16986,32.995515,1.77
113.812382,32.886236,1.575
113.811698,32.916309,1.98
113.709223,32.927458,1.53
113.713527,32.929435,1.87
113.722387,32.933105,1.89
113.657772,33.024563,2.05
113.630035,32.940443,2.34
113.611902,32.94569,2.17
114.079006,33.364112,2.6
113.876025,33.460874,1.7
113.900891,33.423123,4.93
113.945247,33.406044,2.04
113.649754,33.345555,1.47
113.741066,33.318131,1.46
113.732162,33.330566,2.27
113.793571,33.419391,1.34
113.709753,33.42484,5.32
113.898473,33.307663,2.17
113.977535,33.345033,1.54
113.951253,33.290559,1.76
114.016233,33.515845,2.68
114.075428,33.425436,2.39
114.044879,33.48587,2.75
114.033344,33.442311,2.33
114.142274,33.386265,2.99
114.113355,33.419947,2.47
114.133436,33.403691,1.95
114.059775,33.348223,2.16
114.061795,33.280865,2.42
114.310578,33.257413,2.23
114.325283,33.231249,2.18
114.401282,33.196554,1.31
114.426808,33.198837,1.92
114.480061,33.187283,2.23
114.458892,33.254224,2.26
114.595575,33.286723,2.34
114.598959,33.315123,2.63
114.597321,33.248662,1.71
114.540852,33.20988,2.46
114.505816,33.213495,2.13
114.416063,33.273016,2.09
114.346365,33.260405,1.48
114.25347,33.235628,2.11
114.674434,33.252025,1.93
114.444236,33.234821,2.49
114.502461,33.312753,2.28
114.490165,33.339762,2.93
114.367523,33.408913,2.9
114.282487,33.329616,2.5
114.180251,33.158681,1.66
114.116208,33.259456,2.15
114.178191,33.288221,2.15
114.184412,33.271886,2.38
114.232453,33.357509,2.78
114.740143,32.914782,0.93
114.726037,32.911545,2.14
114.752548,33.017602,0.86
114.864498,33.031716,1.89
114.568282,32.998175,1.79
114.682952,33.130879,1.55
114.682349,33.147506,2.31
114.63774,33.027643,2.07
114.572977,33.126523,1.47
114.701703,32.914359,1.82
114.685755,32.864806,1.74
114.448092,32.754585,1.86
114.411432,32.627538,2.52
114.399267,32.564934,2.18
114.359025,32.660322,2.03
114.353419,32.558168,2.54
114.440222,32.534741,1.35
114.514434,32.742002,2.09
114.253076,32.552911,2.61
114.511991,32.503081,1.67
114.483967,32.474106,2.06
114.166,32.62582,1.64
114.12219,32.64027,2.04
114.09548,32.66447,1.86
114.02148,32.67142,1.69
114.01386,32.71735,1.82
114.09993,32.50787,2.45
114.13988,32.48583,0.82
114.07355,32.69401,3.04
113.71114,32.78299,3.55
113.96311,32.5177,1.98
113.92999,32.59399,1.91
114.04096,32.54859,1.89
114.13873,32.54171,1.96
113.98158,32.61169,2.05
113.434366,33.117852,1.92
113.431882,33.144785,2.02
113.31597,32.939095,1.76
113.274903,32.918877,1.48
113.293032,32.977327,1.62
113.267972,33.011545,2.32
113.426503,32.788164,2.6
113.44606,32.873132,2.51
113.223867,32.843434,1.86
113.152283,33.009833,4.81
113.254965,32.75202,1.76
113.233317,32.665333,1.85
113.239052,32.646748,2.04
113.464895,32.700511,2.12
113.512921,32.700039,2.36
113.529885,32.67665,2.66
113.45846,32.679447,3.38
113.453087,32.960068,2.07
113.511696,33.01856,1.63
113.499147,33.006137,2.82
113.438737,33.032821,2.9
113.547122,32.82182,2.11
113.569082,33.048227,3.1
113.340637,32.793143,2.25
113.308925,32.83411,2.63
114.37774,33.04738,2.07
114.42239,33.15386,2.59
114.37408,33.15084,2.5
114.35335,33.14188,3.17
114.33738,33.05329,2.16
114.38066,32.95207,1.69
114.3764,32.83607,3.06
114.3371,32.84586,1.95
114.27132,32.89492,2.16
114.46047,32.822296,4.21
114.28481,32.76077,1.96
114.35241,32.72459,2.4
114.21663,32.90211,2.5
114.23664,32.69524,3.32
114.071375,33.159783,1.37
114.131582,33.173442,1.62
113.97965,33.21716,1.53
114.069928,33.182062,2.79
113.911117,33.201686,1.43
113.872838,33.278681,1.88
113.933027,33.239328,1.28
114.02744,33.10766,1.7
113.797993,33.256248,1.64
113.766867,33.219671,1.74
113.752227,33.162865,2.4
113.70619,33.181325,1.85
113.75018,33.109495,2.35
113.815087,33.097763,2.2
113.839685,33.078528,2.99
113.844045,33.119718,2.38
113.92804,33.139895,3.43
114.006132,33.17763,1.7
113.927232,33.10228,1.58
114.084153,33.045924,2.05
114.073142,33.100733,1.64
114.669223,32.72285,2.42
114.772661,32.688642,2.04
115.003447,32.776028,1.8
115.011305,32.810265,5.27
114.972125,32.900293,2.18
115.2915,33.40715,2.25
112.500458,35.093494,4.74
112.543966,35.134232,5.02
112.539187,35.135194,5.07
112.523112,35.0425,5.1
112.566892,35.01382,5.25
112.22315,35.094489,4.89
112.516092,35.160784,4.96
112.526681,35.125503,5.12
112.236673,35.138067,5.14
112.742126,35.145528,5.17
112.642757,35.11284,5.13
112.700726,35.046445,5.01
112.266524,35.100805,5.03
112.1209,35.1074,5.27
111.8446,30.5023,3.1
111.61425,30.38603,2.35
112.0711,31.93806,3.48
111.97513,32.03087,5.68
112.3159,32.1229,1.37
112.4569,32.2744,2.64
111.98173,32.26663,2.28
112.0853,32.3742,1.61
112.0102,32.3234,2.81
112.2474,32.2624,2.38
112.37543,32.00394,2.33
111.8147,32.1489,3.28
111.8346,32.1226,3.42
111.99712,32.09689,3.91
111.8349,32.1468,2.93
112.10331,32.1304,4.58
112.21,32.2175,2.51
111.9759,32.26461,2.38
112.2168,32.3689,1.91
112.3974,32.192,2.83
111.847831,31.752209,4.11
111.871208,31.710482,3.16
111.881444,31.736568,2.99
111.893451,31.527353,3.38
111.54854,31.981119,3.21
111.479043,31.43851,3.26
111.865904,31.714683,3.03
111.781603,31.704373,2.91
111.626112,31.758015,4.12
111.870592,31.733526,3.25
111.930884,31.895009,3.49
111.696105,31.840299,2.93
111.672523,31.6955,4.16
111.867373,31.480346,4.21
111.887848,31.839162,3.52
111.556144,31.849494,4.05
111.851985,31.265874,3.95
111.808163,31.470569,4.88
112.038899,31.608685,3.24
111.561726,31.434016,4.11
111.620199,32.302342,3.08
111.628243,32.299534,2.75
111.588609,32.277811,2.8
111.584113,32.296196,3.01
111.578928,32.268109,2.92
111.550809,32.299136,3.45
111.63204,32.291907,1.87
111.535574,32.352542,2.45
111.509489,32.176163,4.3
111.620531,32.299027,3.08
111.540481,32.352448,2.51
111.590351,32.285077,2.8
111.3205,32.14297,2.6
111.619153,32.284612,1.62
111.395991,32.089526,3.8
110.911501,31.84096,4.18
111.256955,31.950029,4.88
111.137606,31.831817,2.9
111.340992,31.826503,2.21
111.2929,31.47916,2.51
111.4388,31.49635,3.92
111.3731,31.64286,4.9
110.937802,31.76417,3.98
110.918064,31.68735,3.15
111.261569,31.87706,3.04
111.296869,31.916153,2.54
111.347472,31.847592,2.31
111.2578,31.71553,2.87
111.1584,31.62383,2.86
110.9304,31.75458,3.68
111.287706,31.811921,4.82
111.243899,31.951133,3.74
111.1429,31.69431,1.98
111.152,31.53064,4.64
111.395,31.54783,3.97
111.244605,31.92195,4.44
111.31,31.54121,3.94
111.0804,31.67686,3.28
111.575619,32.487243,2.1
111.58632,32.477014,2.9
111.819372,32.512123,3.42
111.581123,32.493572,3.5
111.580237,32.485763,4.4
111.927772,32.464884,2.06
111.739575,32.51956,2.18
111.811974,32.309738,2.3
111.76091,32.335869,3.11
111.927053,32.450946,2.39
112.62726,32.230894,1.95
112.634017,31.704763,3.94
112.79858,32.320791,2.77
112.776372,32.313589,2.48
112.721519,32.085672,2.96
112.613195,32.329722,1.73
112.722051,31.752295,2.94
112.902217,32.104923,1.72
112.98198,32.351232,1.69
112.835016,32.292394,3.58
112.719898,32.068206,2.56
112.591715,32.262353,2.02
112.983616,32.257243,2.3
112.880908,31.94245,3.03
112.694525,31.79012,2.7
112.785471,32.256487,2.06
112.556244,32.08914,2.65
112.635497,31.649191,2.95
112.329787,31.572928,4.35
112.498594,31.705443,3.74
112.232018,31.572473,3.5
112.604809,31.635286,2.51
112.199773,31.747303,3.85
112.454028,31.575219,6.18
112.424601,31.798553,4.07
114.655145,30.145571,1.98
114.652865,30.040612,2.11
114.655257,30.1006,2.61
114.709301,30.059552,1.87
114.597955,30.1235,1.68
114.592886,30.060768,1.46
114.534267,30.174151,1.2
114.534032,30.122572,1.78
114.552173,30.080421,1.99
114.565056,30.080888,2.15
114.633825,30.253816,1.89
114.618701,30.267377,4
114.764189,30.450751,2.71
114.767963,30.448027,3.48
114.768004,30.445558,3.42
114.651759,30.535794,3.39
114.788201,30.503989,3.19
114.78441,30.45515,4.71
114.615004,30.376738,2.74
114.610567,30.367451,2.45
114.646246,30.447025,2.9
114.71306,30.506728,2.46
114.756185,30.535279,2.58
114.767173,30.551637,2.27
114.653314,30.535844,2.93
114.697203,30.422764,2.53
114.771474,30.599957,2.53
114.986763,30.282035,2.35
114.910052,30.300929,1.91
114.907006,30.300063,2.48
114.97477,30.365015,2.08
114.893885,30.33398,4.35
114.826976,30.32354,2.81
114.852695,30.290617,2.55
114.752855,30.377377,4.05
114.748989,30.362788,2.3
114.865337,30.284779,4.64
114.887392,30.281164,3.84
114.976136,30.2947,2.31
114.981759,30.280373,2.37
114.842483,30.333151,2.43
114.933298,30.309399,3.07
115.014087,30.396596,2.27
114.94937,30.360184,1.54
114.791382,30.338762,2.52
114.928229,30.357924,1.91
115.010182,30.34907,2.1
114.978823,30.244736,3.12
114.930299,30.266092,2.78
114.685083,30.331471,4.6
111.951589,31.171003,4.14
112.27015,31.06844,4.48
112.13525,31.28859,4.56
112.22555,31.17496,4.39
112.03131,31.39727,4.73
112.05169,30.87043,3.55
112.29024,30.92146,4.16
112.0679,30.7802,3.9
112.19057,30.87015,4
113.148092,30.97816,3.5
113.259007,31.194833,3.21
112.944606,31.115838,2.83
113.40185,31.10702,3.51
112.98926,30.951152,2.23
113.041381,30.818503,3.02
113.338788,31.0148,3.2
113.129607,31.013496,3.18
113.213397,30.909778,3.2
113.316442,31.142365,3.46
113.067262,30.853755,2.76
112.86713,30.74376,2.23
112.1689,30.60316,4.48
112.198481,30.699299,2.15
112.1502,30.59057,3.19
112.1979,30.58021,2.42
112.3757,30.85792,3.44
112.3204,30.54361,2.88
112.3467,30.88498,3.14
112.34,30.45202,3.02
112.4602,30.859,2.66
112.4639,30.54608,2.74
112.4515,30.83167,2.79
112.4586,30.74982,4.08
112.3789,30.7779,3.42
112.3866,30.85056,3.94
112.3408,30.80092,3.46
112.318,30.66908,3.21
112.3501,30.67155,2.57
112.5551,30.65469,5.11
112.3946,30.71448,2.57
112.1636,30.63503,3.15
112.3068,30.73243,2.46
112.3466,30.53183,3.29
112.3192,30.75438,3.11
112.3749,30.46033,2.9
112.3005,30.64442,3.47
112.5421,30.88491,4.82
112.342,30.71927,2
112.4234,30.84133,3.14
112.383,30.78751,3.21
112.3892,30.63728,2.69
112.2783,30.75027,2.08
112.3202,30.67587,3.37
112.276373,31.453995,3.6
112.420547,31.23085,2.42
112.352209,30.967431,3.55
112.403754,30.909483,3.27
112.448255,30.941486,3.26
112.681115,31.317248,3.96
112.512555,31.455394,4.02
112.85879,31.367418,2.36
112.418181,31.451336,4.51
112.531793,31.062605,4.45
113.9088,31.06177,2.2
113.859,30.99192,2.84
113.9076,31.09979,3.13
114.157295,31.319367,2.82
114.05296,31.212622,3.7
114.015052,31.105468,2.71
114.126234,31.121118,2.8
114.113326,31.242206,3.1
114.062546,31.306871,3.22
114.027832,31.388381,4.65
113.919131,31.266512,2.22
113.863388,31.226658,2.72
113.870229,31.147262,3.81
114.090672,31.464322,3.28
114.210479,31.483424,2.4
114.199391,31.487657,2.34
114.196357,31.49649,3.3
114.196055,31.495244,3.79
114.096433,31.468114,0.66
114.205186,31.493196,3.21
114.209146,31.48759,2.35
114.196404,31.498043,4.05
114.104464,31.396911,2.37
114.482309,31.721151,2.22
114.464113,31.720613,2.6
114.552373,31.718898,3
114.462677,31.632762,2.87
114.32626,31.631773,3.49
114.267039,31.57326,3.11
114.148656,31.703967,3.34
114.260033,31.779552,3.42
114.204897,31.791234,3.36
114.190929,31.684114,3.18
114.267261,31.494302,3.14
114.365102,31.5385,4.75
114.320231,31.402158,2.47
114.405232,31.419411,3.71
114.40254,31.417354,3.38
114.509706,31.598236,2.6
113.786806,30.92906,2.41
113.723689,31.098309,3.28
113.703369,31.121997,2.52
113.782195,30.955394,2.84
113.791556,30.906763,2.82
113.818951,30.82851,3.47
113.579408,30.884172,2.3
113.583135,31,3
113.48015,31.03292,3.07
113.624455,31.057948,3
113.612376,31.00939,2.89
113.578238,30.786603,2.97
113.491732,30.948736,3.31
113.382118,30.915698,3.57
113.68457,30.93685,2.5
113.69085,30.91564,2.7
113.6458,31.1357,1.68
113.6575,31.2513,3.46
113.8615,31.3677,2.99
113.8209,31.3185,3.26
113.7754,31.2434,3.27
113.6342,31.2036,2.28
113.5045,31.1478,2.95
113.5854,31.2738,2.62
113.4609,31.2969,4.09
113.654,31.3297,4.59
113.6008,31.3734,4.3
113.7721,31.3587,3.1
113.874,30.63367,2.71
113.8662,30.62912,3.26
113.4995,30.44666,5.08
113.5295,30.45648,4.29
113.8975,30.68453,4.65
113.8896,30.70229,3.15
113.5026,30.44768,5.37
113.5228,30.5006,5.01
113.8169,30.5554,3.05
113.4754,30.69813,5.3
113.7292,30.77262,3.32
113.7395,30.60482,4.38
113.6826,30.4683,3.29
113.5169,30.6463,4.81
112.177877,30.377017,3.9
112.9073,29.8927,3.34
112.6355,29.7615,5
112.6349,29.7626,5.1
112.6342,29.7667,5.1
112.4399,29.7076,4.4
112.431,29.6999,4.6
112.4317,29.6963,4.8
112.438,29.7006,4.6
112.4425,29.7033,4.6
113.1382,30.115,3.25
113.1698,30.1297,2.92
113.579,29.9451,3.21
111.4824,30.0703,3.78
111.4782,30.0688,3.6
111.4701,30.0703,3.75
111.4779,30.0724,3.85
111.4835,30.0848,3.84
111.501,30.0647,4.27
111.492368,30.065077,4
111.4751,30.062,3
111.5103,30.0641,2.98
111.5156,30.0651,2.01
111.5166,30.0764,1.33
111.455457,30.047997,2.99
111.438837,30.054557,3.66
111.4538,30.1059,3
111.6535,29.9143,3.07
114.941597,30.531611,1.98
114.986159,30.500853,2.23
115.031313,30.573228,2.1
115.029155,30.661362,2.48
113.01491,28.28415,2.35
113.0374,28.3179,2.62
112.7313,28.2441,3.44
112.744,28.2241,2.4
112.6617,28.4458,3.46
112.7683,28.4551,2.2
112.6875,28.4858,2.7
112.9076,28.46,2.27
112.7584,28.353,2.65
112.7907,28.4406,3.49
113.339316,28.113445,3.77
113.286671,28.630921,2.68
113.284553,28.597441,2.66
113.280899,28.559573,4
113.315628,28.366823,1.73
113.23754,28.252727,1.63
113.252316,28.296453,1.77
113.229721,28.524754,2.14
113.243436,28.468923,2.44
113.268309,28.499009,2.57
113.284381,28.478801,2.05
113.163163,28.203168,3.39
113.185173,28.209793,3.28
113.230583,28.21655,1.87
113.293956,28.129776,2.69
113.29154,28.084451,3.39
113.280422,28.17184,2.2
113.341672,28.152532,3.29
113.369994,28.146273,2.01
113.403841,28.608483,2.47
113.329948,28.569741,3.13
113.324396,28.5869,2.07
113.247515,28.615126,2.21
113.225375,28.582005,3.41
113.299183,28.424545,2.1
113.241333,28.416068,2.57
113.46847,28.523766,2.8
113.443133,28.515903,2
111.9309,28.04437,2.42
112.38416,28.26097,3.52
112.15619,28.03058,2.58
112.41391,28.289,2.47
112.06606,28.11075,1.95
111.93764,28.10797,2.98
113.38329,28.24048,3.15
113.42532,28.25452,2.64
113.72705,28.29391,2.96
113.42587,28.34101,2.57
113.82642,28.31196,1.99
113.80022,28.30653,3.22
113.33062,28.23551,2.03
113.18396,27.89874,3.46
113.21039,27.96353,3.7
113.2285,27.9624,4.74
113.1596,27.7744,3.57
113.1429,27.79272,2.95
113.1714,27.94,2.21
113.07066,27.90981,2.14
113.0637,27.8769,2.69
113.01268,27.68199,2.26
113.0593,27.7147,3.43
113.1021,27.712,3.36
113.03566,27.7768,2.21
113.0463,27.818,1.73
113.05309,27.79509,2.49
113.0461,27.7673,2.15
113.19005,27.71214,2.04
113.19054,27.73523,2.6
113.13099,27.76476,2.11
113.15983,27.72049,1.71
113.16123,27.70919,2.22
113.17653,27.73978,2.15
113.2475,27.734,2.31
113.6682,27.1433,3.42
113.1972,27.118,2.23
